cityName,country,lat,lng,temp,humidity,cloudiness,winds
Bosaso,SO,11.28,49.18,81.76,100,0,0.92
Castro,CL,-42.48,-73.76,40.18,98,32,2.37
Dongsheng,CN,29.72,112.52,77.89,55,0,4.61
Coihaique,CL,-45.58,-72.07,46.18,45,0,5.82
Hermanus,ZA,-34.42,19.24,47.11,93,36,4.38
Esperance,TT,10.24,-61.45,78.8,88,20,6.62
Avera,US,33.19,-82.53,77.59,87,1,5.17
Khatanga,RU,71.98,102.47,37.21,80,80,16.02
New Norfolk,AU,-42.78,147.06,60.8,44,20,10.29
Naron,ES,43.52,-8.15,57.2,82,90,9.17
Jalu,LY,29.03,21.55,75.64,47,0,9.42
Hirara,JP,24.8,125.28,80.64,83,75,11.41
Kasongo-Lunda,CD,-6.48,16.82,67.0,99,92,2.82
Huatulco,MX,15.84,-96.33,83.56,100,36,9.64
Udachnyy,RU,66.42,112.4,32.98,72,80,3.6
Palmer,AU,-34.85,139.16,68.0,32,0,9.17
Curuguaty,PY,-24.47,-55.69,66.28,56,24,4.05
Hilo,US,19.71,-155.08,70.57,76,90,10.29
Lompoc,US,34.64,-120.46,61.09,83,1,13.87
Katsuura,JP,33.93,134.5,84.61,83,75,23.04
Tasiilaq,GL,65.61,-37.64,30.2,86,88,21.92
Mar del Plata,AR,-46.43,-67.52,54.67,36,24,13.22
Nampula,MZ,-15.12,39.26,65.56,91,76,7.96
Puerto Escondido,MX,15.86,-97.07,77.0,65,75,10.98
Gafanha da Encarnacao,PT,40.62,-8.73,53.42,93,0,2.24
Lampa,CL,-33.29,-70.87,52.5,63,0,3.36
Rennes,FR,48.11,-1.68,52.0,100,0,4.7
Horta,ES,41.43,2.16,61.75,93,0,2.24
Mount Gambier,AU,-37.83,140.78,69.61,65,76,4.61
Ponta Delgada,PT,37.73,-25.67,66.2,82,40,12.75
Tautira,PF,-17.73,-149.15,82.4,58,20,8.05
Segou,SN,12.41,-12.29,73.84,85,12,2.26
Ponta do Sol,BR,-20.63,-46.0,65.38,94,64,2.93
Upernavik,GL,72.79,-56.15,23.44,100,0,10.09
Bredasdorp,ZA,-34.53,20.04,64.4,88,0,4.7
Presidente Medici,BR,-11.18,-61.9,74.29,93,20,2.37
Locri,IT,38.24,16.26,71.6,83,20,4.7
Bambous Virieux,MU,-20.34,57.76,73.4,73,75,2.24
Muborak,UZ,39.25,65.15,57.46,66,0,2.93
Gao,ML,16.28,-0.04,79.33,45,20,5.5
Punta Arenas,CL,-53.16,-70.91,42.8,81,90,12.75
Ribeira Grande,PT,38.52,-28.7,70.6,100,8,28.1
Saint-Philippe,CA,45.36,-73.48,43.93,72,90,5.82
Vung Tau,VN,10.35,107.08,86.0,79,40,3.36
Thinadhoo,MV,0.53,72.93,82.48,100,92,22.06
Thunder Bay,CA,48.41,-89.26,42.8,87,90,10.29
Yushan,CN,31.68,118.49,73.4,46,0,8.95
Cidreira,BR,-30.17,-50.22,51.43,93,0,6.06
Qasigiannguit,GL,68.82,-51.19,33.8,74,92,6.93
Soligalich,RU,59.08,42.29,41.26,93,88,13.67
Taos,US,36.41,-105.57,50.27,11,1,2.71
Kaitangata,NZ,-46.28,169.85,56.65,73,12,2.71
Dikson,RU,73.51,80.55,38.38,100,80,23.85
Yellowknife,CA,62.45,-114.38,26.6,68,90,11.41
Grindavik,IS,63.84,-22.43,25.75,85,0,5.82
Fukue,JP,35.03,136.69,81.23,78,75,24.16
Avarua,CK,-21.21,-159.78,78.8,57,40,8.05
Torbay,CA,47.66,-52.73,46.4,87,90,4.7
San Patricio,PY,-26.98,-56.83,61.96,65,0,6.62
Hithadhoo,MV,-0.6,73.08,83.38,100,68,22.5
Adrar,DZ,27.87,-0.29,69.8,28,0,9.17
Balclutha,NZ,-46.24,169.74,56.65,73,12,2.71
Vanavara,RU,60.35,102.28,37.75,91,88,2.71
Lucea,JM,18.44,-78.17,77.0,83,40,2.24
Lasa,CY,34.92,32.53,71.6,64,44,10.29
Ahipara,NZ,-35.17,173.16,66.28,66,24,7.4
Follonica,IT,42.93,10.76,57.2,100,20,5.82
Sao Jose da Coroa Grande,BR,-8.9,-35.15,75.19,86,88,6.62
Eureka,US,40.8,-124.16,55.76,96,90,5.82
Huaihua,CN,27.56,109.96,71.59,55,44,3.71
Vestmannaeyjar,IS,63.44,-20.27,28.3,100,0,2.93
Sept-Iles,CA,50.2,-66.38,39.2,55,90,4.7
Chapais,CA,49.78,-74.86,30.2,74,90,4.7
Alencon,FR,48.43,0.08,48.2,87,0,6.85
Lebu,ET,8.96,38.73,38.65,76,0,2.59
Havoysund,NO,71.0,24.66,30.2,92,40,2.24
Fortuna,ES,38.18,-1.13,63.5,88,0,4.7
Pisco,PE,-13.71,-76.2,64.4,93,90,12.75
Volot,RU,57.93,30.71,46.93,96,80,6.62
Jiancheng,CN,30.39,104.55,64.4,100,40,3.94
Cabedelo,BR,-6.97,-34.84,77.0,78,75,8.05
Lavrentiya,RU,65.58,-170.99,45.13,93,88,14.23
Vaghodia,IN,22.3,73.38,83.2,62,0,4.5
Jati,PK,24.35,68.27,76.36,80,0,4.61
Sankrail,IN,22.55,88.2,86.0,70,0,4.38
Jacmel,HT,18.24,-72.54,82.12,98,92,15.23
San Quintin,PH,17.54,120.52,84.2,70,20,4.7
Broken Hill,AU,-31.97,141.45,72.49,62,24,5.61
Plouzane,FR,48.38,-4.62,52.66,100,90,3.36
Caravelas,BR,-17.73,-39.27,77.26,100,80,11.21
Tuktoyaktuk,CA,69.44,-133.03,24.8,79,40,9.17
Henties Bay,NA,-22.12,14.28,61.96,88,88,5.84
Mporokoso,ZM,-9.37,30.12,74.74,39,88,12.21
Tingi,TZ,-11.3,35.03,70.78,100,0,7.4
Kloulklubed,PW,7.04,134.26,84.2,74,75,4.7
Nanortalik,GL,60.14,-45.24,36.76,96,92,19.26
Sola,NO,58.89,5.65,48.2,70,75,17.22
Sao Felix do Xingu,BR,-6.64,-51.99,77.08,86,20,2.26
Zhuhai,CN,40.71,112.04,44.6,28,0,13.42
Sao Filipe,CV,14.9,-24.5,78.97,98,12,5.61
Vardo,US,39.62,-77.74,61.86,89,40,3.36
Rocha,UY,-34.48,-54.34,37.66,89,8,4.16
Fort Pierce,US,27.45,-80.33,78.66,65,1,9.17
Port Keats,AU,-14.25,129.55,90.67,73,0,4.83
East London,ZA,-33.02,27.91,67.54,100,0,13.11
Demba,CD,-5.47,22.27,71.41,95,48,2.04
Quatre Cocos,MU,-20.21,57.76,73.4,73,75,2.24
Vila,IT,45.18,8.4,56.55,93,75,2.24
Faanui,PF,-16.48,-151.75,79.06,100,48,13.78
Comodoro Rivadavia,AR,-45.87,-67.48,48.2,61,0,13.56
Provideniya,RU,64.42,-173.23,46.66,96,92,16.8
Fairbanks,US,64.84,-147.72,47.79,10,90,3.36
Auki,NG,12.18,6.51,70.87,94,24,5.95
Chuy,UY,-33.69,-53.46,44.23,94,0,7.18
Qaqortoq,GL,60.72,-46.03,32.0,94,92,1.12
Cobija,BR,-11.02,-68.77,76.36,77,12,3.71
Shitanjing,CN,39.23,106.34,46.48,28,0,3.15
Prince Rupert,CA,54.32,-130.32,50.0,71,1,2.24
Pringsewu,ID,-5.36,104.98,84.37,75,44,2.82
Faya,SA,18.39,42.45,59.88,29,0,5.95
Calvia,ES,39.57,2.51,60.8,93,20,2.15
Salalah,OM,17.01,54.1,73.4,73,20,4.7
Flin Flon,CA,54.77,-101.88,39.91,87,92,8.41
Carnarvon,ZA,-30.97,22.13,41.53,36,0,2.82
Lazaro Cardenas,MX,28.39,-105.62,77.0,41,40,3.36
Constitucion,MX,23.99,-104.67,68.0,52,20,4.7
Angoche,MZ,-16.23,39.91,77.17,100,64,19.26
Wad Rawah,SD,15.16,33.13,67.9,54,0,3.94
Esfarayen,IR,37.08,57.51,49.81,97,92,2.82
Vicosa,BR,-20.75,-42.88,60.16,93,88,6.62
Yago,MX,21.83,-105.07,71.6,94,40,3.36
Uppsala,SE,59.86,17.64,46.49,93,36,9.17
Borovoy,RU,63.23,52.89,34.87,100,88,5.73
Selkirk,CA,50.15,-96.88,32.0,100,90,11.41
Ozinki,RU,51.2,49.73,35.41,73,0,12.77
Pevek,RU,69.7,170.27,39.1,100,76,2.93
Masindi,UG,1.69,31.72,66.19,92,76,5.95
Hualmay,PE,-11.1,-77.61,57.91,93,20,4.5
Rio Grande,BR,-32.03,-52.1,53.14,100,68,9.19
Mezen,RU,65.85,44.24,33.7,91,92,9.98
Leningradskiy,RU,69.38,178.42,37.57,94,0,1.7
Sambava,MG,-14.27,50.17,72.04,100,88,11.77
Husavik,CA,50.56,-96.99,35.77,100,92,6.4
Liku,ID,-0.73,119.89,80.14,93,20,2.04
Victoria,BN,5.28,115.24,87.03,70,75,3.36
Arraial do Cabo,BR,-22.97,-42.02,67.81,100,92,5.61
Sigli,ID,5.38,95.96,79.78,100,68,3.38
Balikpapan,ID,-1.24,116.86,85.63,92,56,3.15
Erenhot,CN,43.65,111.97,43.96,33,0,17.81
Korhogo,CI,9.46,-5.63,70.33,99,92,4.38
Manga,BF,11.67,-1.07,71.68,97,64,5.5
Katherine,AU,-14.47,132.26,95.0,32,0,4.7
Awbari,LY,26.59,12.77,66.1,80,36,2.48
Meadow Lake,CA,54.13,-108.44,32.71,68,36,5.39
Berlevag,NO,70.86,29.09,30.64,100,80,3.15
Salinopolis,BR,-0.61,-47.36,80.23,98,8,13.56
Mareeba,AU,-16.99,145.42,80.6,65,20,10.29
Charters Towers,AU,-20.07,146.27,82.03,71,0,4.83
Tianpeng,CN,28.88,112.34,76.09,63,0,4.94
Huarmey,PE,-10.07,-78.15,61.87,66,32,3.15
Tarko-Sale,RU,64.92,77.78,48.91,89,80,8.75
Norman Wells,CA,65.28,-126.83,26.6,86,90,3.6
Shimoda,JP,34.7,138.93,78.8,78,20,6.93
Rabo de Peixe,PT,37.8,-25.58,66.2,82,40,12.75
Itarema,BR,-2.92,-39.92,76.36,83,0,11.77
Marawi,PH,8.0,124.29,75.91,94,80,3.27
Touros,BR,-5.2,-35.46,76.36,87,12,11.99
Goure,NE,13.98,10.27,74.65,78,0,3.15
Obo,CF,5.39,26.49,66.46,97,20,5.5
Bayan,MN,47.25,107.54,31.54,53,12,22.62
Labuhan,ID,-2.54,115.51,87.43,70,20,0.69
Egvekinot,RU,66.32,-179.17,43.24,96,92,6.17
Tilichiki,RU,60.47,166.1,45.67,72,92,17.47
Truth or Consequences,US,33.13,-107.25,75.02,4,1,5.82
Qaanaaq,GL,77.48,-69.36,17.5,100,32,11.77
Mayo,CA,63.59,-135.9,30.2,50,20,1.92
Calatayud,ES,41.35,-1.64,59.9,93,0,2.15
Kuusamo,FI,65.96,29.19,33.8,100,90,3.36
Tonkino,RU,57.37,46.46,31.81,88,56,8.41
Urucui,BR,-7.23,-44.56,82.21,53,56,6.62
Mount Isa,AU,-20.73,139.49,86.0,16,0,8.05
Sitka,US,37.17,-99.65,79.69,57,24,19.93
Souillac,FR,45.6,-0.6,56.55,100,90,2.24
Beyneu,KZ,45.32,55.19,50.08,74,92,8.41
Isangel,VU,-19.55,169.27,75.37,100,88,6.17
Corinto,BR,-18.36,-44.46,70.78,85,80,3.71
Vao,EE,59.1,26.19,45.94,99,92,5.06
Yamada,JP,36.58,137.08,88.3,46,75,4.7
Sakaiminato,JP,35.55,133.23,88.65,43,75,20.8
Khani,GE,41.96,42.96,46.4,100,88,3.36
Aviles,ES,43.55,-5.92,51.8,93,20,5.82
Oranjemund,ZA,-28.55,16.43,58.27,92,48,4.72
Soyo,AO,-6.13,12.37,73.03,96,92,3.27
Manaia,NZ,-39.55,174.12,60.79,80,56,4.72
Port Lincoln,AU,-34.72,135.86,56.83,100,92,7.63
Blythe,US,33.61,-114.59,84.02,32,1,8.05
Yaviza,PA,8.16,-77.69,75.19,100,48,2.15
Pitimbu,BR,-7.47,-34.81,77.0,78,75,8.05
Tazovskiy,RU,67.47,78.7,47.11,97,88,8.97
Buenos Aires,AR,-34.61,-58.44,55.36,71,40,11.41
Corlu,AZ,40.93,47.73,42.43,92,24,1.25
Mocuba,MZ,-16.84,36.99,64.39,89,0,4.61
Kahului,US,20.89,-156.47,80.31,65,40,17.22
Jiuquan,CN,39.73,98.49,44.05,40,0,3.71
Namatanai,PG,-3.66,152.44,82.93,100,56,6.29
Talnakh,RU,69.49,88.39,42.88,87,92,18.03
Komsomolskiy,RU,67.55,63.78,36.04,98,92,5.95
Saint George,GR,39.45,22.34,53.6,87,20,2.59
Muros,ES,42.77,-9.06,51.8,100,90,1.12
Praya,ID,-8.71,116.27,89.6,52,20,13.87
Mamlyutka,KZ,54.94,68.54,48.2,57,0,13.42
Bubaque,GW,11.28,-15.83,83.56,100,0,15.46
Jesenik,CZ,50.23,17.2,49.63,65,0,12.88
Waipawa,NZ,-39.94,176.59,56.83,66,48,8.75
Wanning,AT,48.64,13.53,41.0,93,8,1.12
Cedral,MX,23.82,-100.72,60.43,56,0,6.06
Hudson Bay,CA,52.86,-102.4,36.31,73,68,5.39
Harindanga,IN,22.04,88.32,86.0,70,0,4.27
Arroyo,US,41.39,-78.88,57.96,93,90,5.82
Willmar,US,45.12,-95.04,45.46,100,90,3.36
Cherskiy,RU,68.75,161.3,35.77,85,88,8.3
Saldanha,PT,41.42,-6.55,48.01,79,32,2.71
Fort-Shevchenko,KZ,44.51,50.26,56.47,100,24,19.71
Bilma,NE,18.69,12.92,70.24,27,0,1.14
Yatou,CM,3.63,9.81,75.2,100,75,1.12
Pangnirtung,CA,66.15,-65.72,29.56,80,8,7.74
Goderich,CA,43.74,-81.71,52.51,79,64,12.33
Tygda,RU,53.11,126.33,54.13,77,92,4.38
Ocana,FR,41.96,8.93,59.0,93,0,4.7
Zaykovo,RU,57.56,62.76,46.57,99,92,9.53
Nouadhibou,MR,20.93,-17.03,73.4,69,0,13.87
Aguimes,ES,27.91,-15.45,73.4,78,20,1.12
Lukhovka,RU,54.15,45.26,31.09,85,32,9.42
Biak,ID,-0.91,122.88,82.84,84,36,4.94
Miyako,JP,33.63,130.94,81.12,51,75,29.97
Ancud,CL,-41.87,-73.83,41.98,88,24,1.92
Saint-Francois,FR,46.42,3.91,51.8,81,0,6.96
Tiksi,RU,71.64,128.87,23.62,99,20,4.16
Saint-Joseph,FR,43.56,6.97,63.16,72,90,1.12
Dinguiraye,GN,11.29,-10.71,70.24,92,76,3.6
Alexandria,US,31.31,-92.44,73.35,79,1,6.4
Phan Thiet,VN,10.93,108.1,84.01,96,0,3.49
Lorengau,PG,-2.02,147.27,83.02,100,12,5.95
Channel-Port aux Basques,CA,47.57,-59.14,48.37,100,32,14.0
Juneau,US,58.3,-134.42,44.96,92,90,11.41
Yining,CN,29.04,114.56,75.64,36,0,2.93
Kaspiyskiy,RU,45.39,47.37,42.34,100,0,10.42
Vila Franca do Campo,PT,37.72,-25.43,66.2,82,40,12.75
Dolores,UY,-33.53,-58.22,48.19,69,0,9.86
Rosetta,EG,31.4,30.42,71.59,94,0,8.97
Marienburg,DE,52.12,9.98,51.37,76,0,5.82
Sao Joao da Barra,BR,-21.64,-41.05,72.94,100,92,16.02
Hefei,CN,31.82,117.22,71.6,49,0,4.47
Oxford,US,33.61,-85.83,73.38,87,1,3.36
Manoel Urbano,BR,-8.84,-69.26,73.03,94,68,2.37
College,US,64.86,-147.8,47.79,10,90,3.36
Los Llanos de Aridane,ES,28.66,-17.92,69.8,73,56,4.7
Port Macquarie,AU,-31.43,152.91,62.6,93,75,11.41
Rosario do Sul,BR,-30.26,-54.91,51.79,74,32,9.98
Kodiak,US,39.95,-94.76,66.92,96,90,9.17
Nioro,GM,13.79,-15.05,77.08,82,0,6.17
Qarqin,AF,37.41,66.03,61.69,38,0,4.83
Vidalia,US,31.57,-91.43,73.94,93,1,5.39
Qiongshan,CN,20.01,110.35,84.2,62,0,4.47
Suraabad,AZ,40.82,49.47,59.0,62,90,17.22
Mandurah,AU,-32.55,115.7,66.2,88,90,5.82
Howard Springs,AU,-12.5,131.05,87.8,62,20,8.05
Masterton,NZ,-40.95,175.66,57.01,72,12,7.4
Opuwo,NA,-18.06,13.84,69.34,23,44,6.85
Meulaboh,ID,4.14,96.13,82.48,100,32,1.59
Barra Patuca,HN,15.8,-84.28,77.8,100,100,22.06
Cairo Montenotte,IT,44.4,8.27,64.4,55,40,6.93
Den Helder,NL,52.96,4.76,52.48,100,90,2.24
Cockburn Town,TC,21.46,-71.14,75.46,100,88,8.75
Maumere,ID,-8.63,122.22,85.63,91,0,2.59
Lensk,RU,60.71,114.91,36.13,71,12,5.06
Emerald,AU,-23.53,148.16,85.54,36,0,4.38
Florenville,FR,49.7,5.31,55.4,82,0,2.24
Cabo San Lucas,MX,22.89,-109.91,82.54,78,5,9.17
Ayamonte,ES,37.21,-7.4,69.8,77,0,10.29
Oudtshoorn,ZA,-33.59,22.2,55.4,100,90,6.93
Carutapera,BR,-1.2,-46.02,79.69,86,88,9.31
Sistranda,NO,63.73,8.83,46.4,87,75,24.16
Hofn,IS,64.25,-15.21,33.34,100,0,6.62
Evensk,RU,61.92,159.24,46.3,92,76,16.91
Jahanabad,IR,33.86,48.17,52.24,53,32,3.15
Tongliao,CN,43.61,122.27,55.12,38,36,10.98
Santa Maria,BR,-29.69,-53.81,57.2,82,0,10.29
Sandi,IN,27.29,79.95,84.1,48,0,4.38
Vostok,RU,46.45,135.83,62.59,58,56,2.82
Banon,FR,44.04,5.63,53.6,87,0,2.71
Pokhara,NP,28.21,83.99,64.21,61,0,1.48
Daru,SL,7.99,-10.85,72.13,99,100,3.04
Chernyshevskiy,RU,63.01,112.47,36.58,59,0,2.93
Constantine,DZ,36.36,6.61,55.4,93,20,2.24
Airai,TL,-8.93,125.41,87.7,32,0,3.38
Saint-Pierre,FR,48.95,4.24,52.61,81,0,8.05
Kalisz,PL,51.76,18.08,47.38,74,0,11.77
Lebanon,US,43.64,-72.25,43.99,85,1,1.92
Antofagasta,CL,-23.65,-70.4,59.0,82,75,9.17
Mahebourg,MU,-20.41,57.7,73.4,73,75,2.24
Pangody,RU,65.85,74.49,46.48,98,92,8.52
Ambulu,ID,-8.35,113.61,82.03,78,0,6.06
Tateyama,JP,36.66,137.31,91.4,46,75,4.7
Nuuk,GL,64.17,-51.74,37.4,64,0,13.22
Bundaberg,AU,-24.87,152.35,73.93,87,12,10.09
Darovskoy,RU,58.77,47.96,29.74,89,92,7.96
Sibolga,ID,1.74,98.78,76.99,90,76,1.48
Puerto Madryn,AR,-42.77,-65.04,61.78,49,0,22.06
Cururupu,BR,-1.82,-44.87,79.06,84,64,7.4
Ilulissat,GL,69.22,-51.1,33.8,74,92,6.93
Camacha,PT,33.08,-16.33,68.0,88,20,3.36
Kita,JP,35.76,139.74,76.32,88,75,8.05
Hamilton,CA,43.26,-79.87,52.52,81,90,13.87
Leshukonskoye,RU,64.9,45.76,32.98,93,92,8.41
Payo,ID,-3.75,103.64,83.92,82,20,5.17
Benguela,AO,-12.58,13.4,66.82,100,0,2.93
Port Shepstone,ZA,-30.74,30.45,59.71,93,0,9.19
Tual,ID,-5.67,132.75,81.49,96,0,12.21
Linqing,CN,36.85,115.71,70.69,40,0,17.69
Metz,FR,49.12,6.18,53.56,71,0,11.41
Nipawin,CA,53.36,-104.02,33.8,80,1,9.17
Chimbote,PE,-9.08,-78.59,61.87,84,24,4.38
Japura,ID,-0.42,102.29,87.88,62,8,2.93
Moose Factory,CA,51.26,-80.61,30.2,86,20,2.24
Tomatlan,MX,19.93,-105.25,74.29,97,24,2.48
Pouebo,NC,-20.4,164.57,76.63,67,48,4.5
Pasrur,PK,32.27,74.67,67.17,72,0,4.61
Monte Alegre de Minas,BR,-18.87,-48.88,72.04,77,0,9.75
Maceio,BR,-9.67,-35.74,73.4,88,20,2.24
Lagoa,PT,37.14,-8.45,69.8,77,0,10.29
Bad Orb,DE,50.23,9.35,44.6,93,0,1.12
Calvinia,ZA,-31.47,19.78,45.22,39,12,2.48
Falavarjan,IR,32.56,51.51,53.13,38,0,6.93
Chagoda,RU,59.16,35.33,44.14,96,88,7.52
Palenque,MX,17.51,-91.98,73.84,96,92,3.49
Yataity,PY,-26.37,-56.07,63.76,66,8,4.72
Elko,US,40.83,-115.76,51.98,50,40,3.36
Guerrero Negro,MX,27.97,-114.04,66.91,96,0,10.42
Marsa Matruh,EG,31.35,27.25,67.0,87,8,5.95
Acajutla,SV,13.59,-89.83,72.49,98,100,2.82
Esna,RO,45.2,27.57,43.96,93,0,3.94
Grojec,PL,50.09,19.57,37.4,93,0,4.7
Mukhtolovo,RU,55.47,43.2,33.43,85,44,11.1
Necochea,AR,-38.55,-58.74,46.12,60,0,9.64
Pipri,IN,24.21,83.02,80.5,68,0,3.94
Acapulco,MX,16.86,-99.88,84.2,83,75,2.24
Benemerito de las Americas,MX,16.52,-90.64,74.83,93,68,2.93
Omboue,GA,-1.57,9.26,77.89,100,92,7.96
Fereydun Kenar,IR,36.69,52.52,63.94,100,92,5.73
Praia,BR,-20.25,-43.81,75.2,64,20,10.29
Songjianghe,CN,42.18,127.48,55.3,78,88,3.49
Seoul,KR,37.57,126.98,63.7,77,75,16.11
Barahona,DO,18.21,-71.1,80.68,100,92,13.44
Yaan,NG,7.38,8.57,73.03,96,100,3.83
Caernarfon,GB,53.14,-4.27,50.0,81,92,8.05
Viareggio,IT,43.87,10.25,51.19,72,40,11.41
Inirida,CO,3.87,-67.92,75.55,92,48,2.26
Van Wert,US,40.86,-84.58,61.56,100,90,5.73
Chimoio,MZ,-19.11,33.48,57.2,82,20,9.17
Sechura,PE,-5.56,-80.82,64.84,89,0,9.64
Muravlenko,RU,63.79,74.5,48.91,89,88,11.1
Hohhot,CN,40.81,111.65,44.6,28,0,13.42
San Miguel,AR,-34.54,-58.72,55.38,76,20,10.29
Christchurch,NZ,-43.53,172.64,57.2,62,0,23.04
Solnechnyy,RU,50.72,136.64,60.16,49,0,3.49
Dzhebariki-Khaya,RU,62.22,135.8,34.51,77,76,3.38
Baghdad,IQ,33.3,44.38,79.83,53,0,5.82
Baykit,RU,61.68,96.39,37.66,100,80,3.83
Encheng,CN,22.74,107.09,79.96,47,0,5.73
Worthington,US,43.62,-95.6,44.91,93,90,9.17
Kavieng,PG,-2.57,150.8,85.0,100,32,6.51
Saint-Louis,CH,47.59,7.56,49.53,87,0,6.93
Grand Gaube,MU,-20.01,57.66,73.4,73,75,2.24
Rurrenabaque,BO,-14.44,-67.53,67.81,94,8,2.04
Ambilobe,MG,-13.19,49.05,67.18,82,92,5.28
Batemans Bay,AU,-35.71,150.18,60.16,80,44,6.62
Halifax,CA,44.65,-63.58,42.8,87,40,3.36
Rumphi,MW,-11.02,33.86,55.66,84,0,4.16
Barauli,IN,26.41,84.56,80.32,74,0,4.5
Alzamay,RU,55.55,98.67,44.68,71,92,3.27
Lewiston,US,46.42,-117.02,52.57,43,90,6.93
Arman,RU,59.7,150.17,44.6,39,40,17.9
Krasnyy Oktyabr,RU,56.12,38.88,46.03,95,92,12.88
Visnes,NO,59.36,5.22,48.2,66,92,17.22
Ngunguru,NZ,-35.62,174.5,61.42,92,0,8.75
Mantua,IT,45.16,10.79,62.08,77,75,5.82
Dargaville,NZ,-35.94,173.86,68.8,53,0,6.17
Port Blair,IN,11.67,92.75,84.91,99,64,0.69
Kamenka,RU,53.19,44.05,30.91,86,48,10.42
Oga,NG,8.18,5.65,70.69,94,12,5.84
Dwarka,IN,28.58,77.04,75.2,88,0,4.7
Northam,GB,51.04,-4.21,53.6,93,92,6.93
Kalmunai,LK,7.42,81.82,78.61,99,68,4.27
Puerto Carreno,CO,6.19,-67.49,80.6,94,75,3.36
Decatur,US,35.51,-84.79,70.81,100,1,2.26
Jaca,ES,42.57,-0.55,57.2,82,0,3.36
Odienne,CI,9.51,-7.57,69.07,99,88,5.5
Road Town,VG,18.42,-64.62,80.96,82,20,11.41
Klaksvik,FO,62.23,-6.59,39.2,60,76,18.34
Hay River,CA,60.82,-115.79,28.4,68,75,4.7
Yucaipa,US,34.03,-117.04,73.06,53,40,6.93
Bhagalpur,IN,25.25,86.98,83.02,89,0,4.16
Igarka,RU,67.47,86.57,43.51,93,88,18.48
